resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
10762;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $UV$?   Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20461], [""input"", {""answer"": [""6,16""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $U[-2 -2 -2], V[0 3 1]. |UV|=\\sqrt{(0-(-2))^2+(3-(-2))^2+(1-(-2))^2}=\\sqrt{2^2+5^2+3^2}=\\sqrt{38}\\doteq6{,}16$.""]]";0.0;10000;1
10763;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$?  ""], [""img"", 20495], [""input"", {""answer"": [""6"", ""6,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""Vzdálenost krajních bodů úsečky $K, L$ je rovna rozdílu jejich $x$-ových souřadnic, tedy $|KL|=3-(-3)=6$.""]]";0.0;10000;1
10764;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $RS$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20466], [""input"", {""answer"": [""8,12""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $R[2 3 4], S[-3 -2 0]. |RS|=\\sqrt{(-3-2)^2+(-2-3)^2+(0-4)^2}=\\sqrt{(-5)^2+(-5)^2+(-4)^2}=\\sqrt{66}\\doteq8{,}12$.""]]";0.0;10000;1
10765;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $CD$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20507], [""input"", {""answer"": [""4,12""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $C[0 1 0], D[-2 -1 3]. |CD|=\\sqrt{(-2-0)^2+(-1-1)^2+(3-0)^2}=\\sqrt{(-2)^2+(-2)^2+3^2}=\\sqrt{17}\\doteq4{,}12$.""]]";0.0;10000;1
10766;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $EF$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20460], [""input"", {""answer"": [""6,16""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $E[3 -2 2], F[0 3 4]. |EF|=\\sqrt{(0-3)^2+(3-(-2))^2+(4-2)^2}=\\sqrt{(-3)^2+5^2+2^2}=\\sqrt{38}\\doteq6{,}16$.""]]";0.0;10000;1
10767;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $RS$? ""], [""img"", 20496], [""input"", {""answer"": [""7"", ""7,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $R[3 3 -2], S[-3 0 0]. |RS|=\\sqrt{(-3-3)^2+(0-3)^2+(0-(-2))^2}=\\sqrt{(-6)^2+(-3)^2+2^2}=\\sqrt{49}=7$.""]]";0.0;10000;1
10768;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $RS$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20469], [""input"", {""answer"": [""7,07""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $R[2 3 4], S[-3 0 0]. |RS|=\\sqrt{(-3-2)^2+(0-3)^2+(0-4)^2}=\\sqrt{(-5)^2+(-3)^2+(-4)^2}=\\sqrt{50}=7{,}07$.""]]";0.0;10000;1
10769;1027;2;"[[""textlatex"",""Jaká je délka úsečky $RS$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"",20499],[""input"",{""answer"":[""7,87""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $R[2 -3 1], S[-3 3 2]. |RS|=\\sqrt{(-3-2)^2+(3-(-3))^2+(2-1)^2}=\\sqrt{(-5)^2+6^2+1^2}=\\sqrt{62}=7{,}87$.""]]";0.0;10000;1
10770;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $RS$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20511], [""input"", {""answer"": [""5,92""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $P[2 -2 1], R[3 3 -2]. |PR|=\\sqrt{(3-2)^2+(3-(-2))^2+(-2-1)^2}=\\sqrt{1^2+5^2+(-3)^2}=\\sqrt{35}=5{,}92$.""]]";0.0;10000;1
10771;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $A[1 1 1]$ a $B[2 6 0]$? Výsledek zaokrouhlete na jedno desetinné místo.""], [""input"", {""answer"": [""5,2""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(2-1)^2+(6-1)^2+(0-1)^2}=\\sqrt{1^2+5^2+(-1)^2}=\\sqrt{27}\\doteq5{,}2$.""]]";1.0;10000;1
10772;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $A[-2 3 -4]$ a $B[1 -1 2]$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""7,81""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(1-(-2))^2+(-1-3)^2+(2-(-4))^2}=\\sqrt{3^2+(-4)^2+6^2}=\\sqrt{61}\\doteq7{,}81$.""]]";0.0;10000;1
10773;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $A[3 5 0]$ a $B[0 -2 1]$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""7,68""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(0-3)^2+(-2-5)^2+(1-0)^2}=\\sqrt{(-3)^2+(-7)^2+1^2}=\\sqrt{59}\\doteq7{,}68$.""]]";0.0;10000;1
10774;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $E[0 2 2]$ a $F[0 0 0]$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""2,83""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(0-2)^2+(2-0)^2+(2-0)^2}=\\sqrt{2^2+2^2}=\\sqrt{8}\\doteq2{,}83$.""]]";0.0;10000;1
10775;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $E[2 3 1]$ a $F[-2 2 4]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"", {""answer"": [""5"", ""5,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(-2-2)^2+(2-3)^2+(4-1)^2}=\\sqrt{(-4)^2+(-1)^2+3^2}=\\sqrt{26}\\doteq5$.""]]";0.0;10000;1
10776;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $A[-2 -1 1]$ a $B[2 -5 -3]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"", {""answer"": [""7"", ""7,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(2-(-2))^2+(-5-(-1))^2+(-3-1)^2}=\\sqrt{4^2+(-4)^2+(-4)^2}=\\sqrt{48}\\doteq7$.""]]";0.0;10000;1
10777;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $K[5 -3 0]$ a $L[3 1 -2]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"", {""answer"": [""5"", ""5,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|KL|=\\sqrt{(3-5)^2+(1-(-3))^2+(-2-0)^2}=\\sqrt{(-2)^2+4^2+(-2)^2}=\\sqrt{24}\\doteq5$.""]]";0.0;10000;1
10778;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $E[-6 0 0]$ a $F[1 -1 -1]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"", {""answer"": [""7"", ""7,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(1-(-6))^2+(-1-0)^2+(-1-0)^2}=\\sqrt{7^2+(-1)^2+(-1)^2}=\\sqrt{51}\\doteq7$.""]]";0.0;10000;1
10779;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $R[1 1 5]$ a $S[1 -2 1]$?""], [""input"", {""answer"": [""5"", ""5,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|RS|=\\sqrt{(1-1)^2+(-2-1)^2+(1-5)^2}=\\sqrt{(-3)^2+(-4)^2}=\\sqrt{25}=5$.""]]";0.0;10000;1
10780;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $R[-3 1 4]$ a $S[-1 3 5]$?""], [""input"", {""answer"": [""3"", ""3,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|RS|=\\sqrt{(-1-(-3))^2+(3-1)^2+(5-4)^2}=\\sqrt{2^2+2^2+1^2}=\\sqrt{9}=3$.""]]";0.0;10000;1
10781;1027;2;"[[""textlatex"", ""Je dána krychle $ABCDEFGH$ o délce hrany 3. Jaká je délka úsečky $AC$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20500], [""input"", {""answer"": [""4,24""], ""style"": ""separate""}]]";"[[""textlatex"", ""Délka úsečky $AC$ je rovna velikosti úhlopříčky stěny, tedy $\\sqrt{3^2+3^2}=\\sqrt{18}\\doteq4{,}24$. ""]]";0.0;10000;1
10782;1027;2;"[[""textlatex"", ""Je dána krychle $ABCDEFGH$ o délce hrany 3. Jaká je délka úsečky $BH$?  Výsledek zaokrouhlete na jedno desetinné místo. ""], [""img"", 20498], [""input"", {""answer"": [""5,2""], ""style"": ""separate""}]]";"[[""textlatex"", ""Délka úsečky $BH$ je velikosti tělesové úhlopříčky, tedy $\\sqrt{3^2+3^2+3^2}=\\sqrt{27}\\doteq5{,}2$.""]]";0.0;10000;1
10783;1027;2;"[[""textlatex"", ""Je dána krychle $ABCDEFGH$ o délce hrany 3. Jaká je délka úsečky $ED$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20503], [""input"", {""answer"": [""4,24""], ""style"": ""separate""}]]";"[[""textlatex"", ""Délka úsečky $ED$ je rovna velikosti úhlopříčky stěny, tedy $\\sqrt{3^2+3^2}=\\sqrt{18}\\doteq4{,}24$. ""]]";0.0;10000;1
10784;1027;2;"[[""textlatex"", ""Je dána krychle $ABCDEFGH$ o délce hrany 2. Jaká je délka úsečky $EC$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20504], [""input"", {""answer"": [""3,46""], ""style"": ""separate""}]]";"[[""textlatex"", ""Délka úsečky $EC$ je velikosti tělesové úhlopříčky, tedy $\\sqrt{2^2+2^2+2^2}=\\sqrt{12}\\doteq3{,}46$.""]]";0.0;10000;1
10785;1027;2;"[[""textlatex"", ""Je dána krychle $ABCDEFGH$ o délce hrany 2. Jaká je délka úsečky $HF$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20510], [""input"", {""answer"": [""2,83""], ""style"": ""separate""}]]";"[[""textlatex"", ""Délka úsečky $HF$ je rovna velikosti úhlopříčky stěny, tedy $\\sqrt{2^2+2^2}=\\sqrt{8}\\doteq2{,}83$. ""]]";1.0;10000;1
10788;989;2;"[[""input"", {""answer"": [""4""], ""style"": ""inline""}], [""latex"", "" : 2 = 2"", {""inline"": 1}]]";;0.0;5986;3
10790;989;2;"[[""input"", {""answer"": [""8""], ""style"": ""inline""}], [""latex"", "" : 2 = 4"", {""inline"": 1}]]";;0.0;5986;1
10791;989;2;"[[""input"", {""answer"": [""10""], ""style"": ""inline""}], [""latex"", "" : 2 = 5"", {""inline"": 1}]]";;0.0;5986;1
10792;989;2;"[[""input"", {""answer"": [""12""], ""style"": ""inline""}], [""latex"", "" : 2 = 6"", {""inline"": 1}]]";;0.0;5986;1
10795;989;2;"[[""input"", {""answer"": [""18""], ""style"": ""inline""}], [""latex"", "" : 2 = 9"", {""inline"": 1}]]";;0.0;5986;1
10796;989;2;"[[""input"", {""answer"": [""20""], ""style"": ""inline""}], [""latex"", "" : 2 = 10"", {""inline"": 1}]]";;0.0;5986;1
10798;989;2;"[[""input"", {""answer"": [""6""], ""style"": ""inline""}], [""latex"", "" : 3 = 2"", {""inline"": 1}]]";;0.0;5986;1
10799;989;2;"[[""input"", {""answer"": [""8""], ""style"": ""inline""}], [""latex"", "" : 4 = 2"", {""inline"": 1}]]";;0.0;5986;1
10801;989;2;"[[""input"", {""answer"": [""12""], ""style"": ""inline""}], [""latex"", "" : 6 = 2"", {""inline"": 1}]]";;0.0;5986;1
10802;989;2;"[[""input"", {""answer"": [""14""], ""style"": ""inline""}], [""latex"", "" : 7 = 2"", {""inline"": 1}]]";;0.0;5986;2
10804;989;2;"[[""input"", {""answer"": [""18""], ""style"": ""inline""}], [""latex"", "" : 9 = 2"", {""inline"": 1}]]";;0.0;5986;1
10806;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $0$:"",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;1.0;5986;1
10807;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $3$:"",{""inline"":1}],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.0;5986;1
10808;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $5$:"",{""inline"":1}],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.0;5986;1
10809;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $7$:"",{""inline"":1}],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;1.0;5986;1
10810;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $9$:"",{""inline"":1}],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.0;5986;1
10811;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $10$:"",{""inline"":1}],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.0;5986;1
10812;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $12$:"",{""inline"":1}],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.0;5986;1
10813;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $14$:"",{""inline"":1}],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.0;5986;1
10814;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $16$:"",{""inline"":1}],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.0;5986;1
10815;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je větší než $19$:"",{""inline"":1}],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.0;5986;1
10816;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je menší než $2$:"",{""inline"":1}],[""input"",{""answer"":[""0""],""style"":""separate""}]]";;0.0;5986;1
10817;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je menší než $4$:"",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;1.0;5986;1
10819;989;2;"[[""textlatex"", ""Nejbližší násobek $2$, který je menší než $8$:"", {""inline"": 1}], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.0;5986;1
10820;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je menší než $9$:"",{""inline"":1}],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.0;5986;1
10821;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je menší než $12$:"",{""inline"":1}],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;1.0;5986;1
10825;989;2;"[[""textlatex"",""Nejbližší násobek $2$, který je menší než $19$:"",{""inline"":1}],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.0;5986;1
10833;990;2;"[[""input"", {""answer"": [""18""], ""style"": ""inline""}], [""latex"", "" : 3 = 6"", {""inline"": 1}]]";;0.5;6973;2
10839;990;2;"[[""input"", {""answer"": [""6""], ""style"": ""inline""}], [""latex"", "" : 2 = 3"", {""inline"": 1}]]";;0.0;6973;1
10844;990;2;"[[""input"", {""answer"": [""24""], ""style"": ""inline""}], [""latex"", "" : 8 = 3"", {""inline"": 1}]]";;0.0;6973;1
10845;990;2;"[[""input"", {""answer"": [""27""], ""style"": ""inline""}], [""latex"", "" : 9 = 3"", {""inline"": 1}]]";;0.0;6973;1
10853;990;2;"[[""textlatex"", ""Nejbližší násobek $3$, který je větší než $18$:""], [""input"", {""answer"": [""21""], ""style"": ""separate""}]]";;0.0;6973;1
10856;990;2;"[[""textlatex"", ""Nejbližší násobek $3$, který je větší než $28$:""], [""input"", {""answer"": [""30""], ""style"": ""separate""}]]";;0.0;6973;1
10859;990;2;"[[""textlatex"", ""Nejbližší násobek $3$, který je menší než $9$:""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.0;6973;1
10862;990;2;"[[""textlatex"", ""Nejbližší násobek $3$, který je menší než $17$:""], [""input"", {""answer"": [""15""], ""style"": ""separate""}]]";;0.0;6973;1
10867;990;2;"[[""textlatex"", ""Nejbližší násobek $3$, který je menší než $32$:""], [""input"", {""answer"": [""30""], ""style"": ""separate""}]]";;0.0;6973;1
10870;991;2;"[[""input"", {""answer"": [""8""], ""style"": ""inline""}], [""latex"", "" : 4 = 2"", {""inline"": 1}]]";;0.0;7077;1
10871;991;2;"[[""input"", {""answer"": [""12""], ""style"": ""inline""}], [""latex"", "" : 4 = 3"", {""inline"": 1}]]";;0.0;7077;1
10872;991;2;"[[""input"", {""answer"": [""16""], ""style"": ""inline""}], [""latex"", "" : 4 = 4"", {""inline"": 1}]]";;0.5;7077;2
10874;991;2;"[[""input"", {""answer"": [""24""], ""style"": ""inline""}], [""latex"", "" : 4 = 6"", {""inline"": 1}]]";;0.5;7077;2
10880;991;2;"[[""input"", {""answer"": [""8""], ""style"": ""inline""}], [""latex"", "" : 2 = 4"", {""inline"": 1}]]";;0.0;7077;1
10883;991;2;"[[""input"", {""answer"": [""24""], ""style"": ""inline""}], [""latex"", "" : 6 = 4"", {""inline"": 1}]]";;0.0;7077;1
10885;991;2;"[[""input"", {""answer"": [""32""], ""style"": ""inline""}], [""latex"", "" : 8 = 4"", {""inline"": 1}]]";;1.0;7077;1
10887;991;2;"[[""input"", {""answer"": [""40""], ""style"": ""inline""}], [""latex"", "" : 10 = 4"", {""inline"": 1}]]";;0.0;7077;1
10889;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je větší než $4$:""], [""input"", {""answer"": [""8""], ""style"": ""separate""}]]";;1.0;7077;1
10891;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je větší než $12$:""], [""input"", {""answer"": [""16""], ""style"": ""separate""}]]";;0.0;7077;1
10893;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je větší než $20$:""], [""input"", {""answer"": [""24""], ""style"": ""separate""}]]";;0.0;7077;1
10894;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je větší než $26$:""], [""input"", {""answer"": [""28""], ""style"": ""separate""}]]";;1.0;7077;1
10906;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je menší než $35$:""], [""input"", {""answer"": [""32""], ""style"": ""separate""}]]";;0.0;7077;1
10908;991;2;"[[""textlatex"", ""Nejbližší násobek $4$, který je menší než $41$:""], [""input"", {""answer"": [""40""], ""style"": ""separate""}]]";;1.0;7077;1
10913;992;2;"[[""input"", {""answer"": [""20""], ""style"": ""inline""}], [""latex"", "" : 5 = 4"", {""inline"": 1}]]";;0.0;5295;1
10917;992;2;"[[""input"", {""answer"": [""40""], ""style"": ""inline""}], [""latex"", "" : 5 = 8"", {""inline"": 1}]]";;0.0;5295;1
10919;992;2;"[[""input"", {""answer"": [""50""], ""style"": ""inline""}], [""latex"", "" : 5 = 10"", {""inline"": 1}]]";;0.0;5295;1
10920;992;2;"[[""input"", {""answer"": [""5""], ""style"": ""inline""}], [""latex"", "" : 1 = 5"", {""inline"": 1}]]";;0.0;5295;1
10921;992;2;"[[""input"", {""answer"": [""10""], ""style"": ""inline""}], [""latex"", "" : 2 = 5"", {""inline"": 1}]]";;1.0;5295;1
10928;992;2;"[[""input"", {""answer"": [""50""], ""style"": ""inline""}], [""latex"", "" : 10 = 5"", {""inline"": 1}]]";;0.0;5295;2
10935;992;2;"[[""textlatex"", ""Nejbližší násobek $5$, který je větší než $31$:""], [""input"", {""answer"": [""35""], ""style"": ""separate""}]]";;1.0;5295;1
10938;992;2;"[[""textlatex"", ""Nejbližší násobek $5$, který je větší než $49$:""], [""input"", {""answer"": [""50""], ""style"": ""separate""}]]";;1.0;5295;1
10939;992;2;"[[""textlatex"", ""Nejbližší násobek $5$, který je menší než $5$:""], [""input"", {""answer"": [""0""], ""style"": ""separate""}]]";;1.0;5295;2
10941;992;2;"[[""textlatex"", ""Nejbližší násobek $5$, který je menší než $15$:""], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;1.0;5295;1
10944;992;2;"[[""textlatex"", ""Nejbližší násobek $5$, který je menší než $28$:""], [""input"", {""answer"": [""25""], ""style"": ""separate""}]]";;0.0;5295;1
10950;993;2;"[[""input"", {""answer"": [""0""], ""style"": ""inline""}], [""latex"", "" : 6 = 0"", {""inline"": 1}]]";;0.0;5783;2
10951;993;2;"[[""input"", {""answer"": [""6""], ""style"": ""inline""}], [""latex"", "" : 6 = 1"", {""inline"": 1}]]";;0.0;5783;2
10952;993;2;"[[""input"", {""answer"": [""12""], ""style"": ""inline""}], [""latex"", "" : 6 = 2"", {""inline"": 1}]]";;0.67;5783;3
10953;993;2;"[[""input"", {""answer"": [""18""], ""style"": ""inline""}], [""latex"", "" : 6 = 3"", {""inline"": 1}]]";;0.0;5783;3
10954;993;2;"[[""input"", {""answer"": [""24""], ""style"": ""inline""}], [""latex"", "" : 6 = 4"", {""inline"": 1}]]";;0.67;5783;3
10955;993;2;"[[""input"", {""answer"": [""30""], ""style"": ""inline""}], [""latex"", "" : 6 = 5"", {""inline"": 1}]]";;0.0;5783;2
10956;993;2;"[[""input"", {""answer"": [""36""], ""style"": ""inline""}], [""latex"", "" : 6 = 6"", {""inline"": 1}]]";;0.75;5783;4
10957;993;2;"[[""input"", {""answer"": [""42""], ""style"": ""inline""}], [""latex"", "" : 6 = 7"", {""inline"": 1}]]";;0.5;5783;2
10958;993;2;"[[""input"", {""answer"": [""48""], ""style"": ""inline""}], [""latex"", "" : 6 = 8"", {""inline"": 1}]]";;0.25;5783;4
10959;993;2;"[[""input"", {""answer"": [""54""], ""style"": ""inline""}], [""latex"", "" : 6 = 9"", {""inline"": 1}]]";;0.0;5783;3
10960;993;2;"[[""input"", {""answer"": [""60""], ""style"": ""inline""}], [""latex"", "" : 6 = 10"", {""inline"": 1}]]";;0.0;5783;2
10961;993;2;"[[""input"", {""answer"": [""6""], ""style"": ""inline""}], [""latex"", "" : 1 = 6"", {""inline"": 1}]]";;0.0;5783;3
10962;993;2;"[[""input"", {""answer"": [""12""], ""style"": ""inline""}], [""latex"", "" : 2 = 6"", {""inline"": 1}]]";;0.0;5783;3
10963;993;2;"[[""input"", {""answer"": [""18""], ""style"": ""inline""}], [""latex"", "" : 3 = 6"", {""inline"": 1}]]";;0.33;5783;3
10964;993;2;"[[""input"", {""answer"": [""24""], ""style"": ""inline""}], [""latex"", "" : 4 = 6"", {""inline"": 1}]]";;0.33;5783;3
10965;993;2;"[[""input"", {""answer"": [""30""], ""style"": ""inline""}], [""latex"", "" : 5 = 6"", {""inline"": 1}]]";;0.33;5783;3
10966;993;2;"[[""input"", {""answer"": [""42""], ""style"": ""inline""}], [""latex"", "" : 7 = 6"", {""inline"": 1}]]";;0.25;5783;4
10967;993;2;"[[""input"", {""answer"": [""48""], ""style"": ""inline""}], [""latex"", "" : 8 = 6"", {""inline"": 1}]]";;0.5;5783;4
10968;993;2;"[[""input"", {""answer"": [""54""], ""style"": ""inline""}], [""latex"", "" : 9 = 6"", {""inline"": 1}]]";;0.0;5783;3
10969;993;2;"[[""input"", {""answer"": [""60""], ""style"": ""inline""}], [""latex"", "" : 10 = 6"", {""inline"": 1}]]";;0.33;5783;3
10970;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $5$:""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.33;5783;3
10971;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $10$:""], [""input"", {""answer"": [""12""], ""style"": ""separate""}]]";;0.0;5783;3
10972;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $14$:""], [""input"", {""answer"": [""18""], ""style"": ""separate""}]]";;0.33;5783;3
10973;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $18$:""], [""input"", {""answer"": [""24""], ""style"": ""separate""}]]";;0.0;5783;3
10974;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $29$:""], [""input"", {""answer"": [""30""], ""style"": ""separate""}]]";;0.0;5783;2
10975;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $32$:""], [""input"", {""answer"": [""36""], ""style"": ""separate""}]]";;0.67;5783;3
10976;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $41$:""], [""input"", {""answer"": [""42""], ""style"": ""separate""}]]";;0.33;5783;3
10977;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $42$:""], [""input"", {""answer"": [""48""], ""style"": ""separate""}]]";;0.0;5783;2
10978;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $51$:""], [""input"", {""answer"": [""54""], ""style"": ""separate""}]]";;0.33;5783;3
10979;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je větší než $54$:""], [""input"", {""answer"": [""60""], ""style"": ""separate""}]]";;0.0;5783;3
10980;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je menší než $4$:""], [""input"", {""answer"": [""0""], ""style"": ""separate""}]]";;0.33;5783;3
10981;993;2;"[[""textlatex"", ""Nejbližší násobek $6$, který je menší než $8$:""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.0;5783;3
